,Order Date,Category,Sub-Category,Product Name,Sales,Quantity
911,2013-06-15,Office Supplies,Art,Newell 346,8.64,3
912,2013-06-15,Office Supplies,Art,Newell 326,7.04,4
913,2013-06-15,Furniture,Furnishings,"GE General Purpose, Extra Long Life, Showcase & Floodlight Incandescent Bulbs",8.73,3
914,2013-07-15,Office Supplies,Appliances,Holmes 99% HEPA Air Purifier,151.62,7
915,2013-07-15,Technology,Phones,Panasonic Kx-TS550,110.376,3
916,2013-07-15,Furniture,Furnishings,Deflect-O Glasstique Clear Desk Accessories,30.8,4
917,2014-07-15,Technology,Phones,GE 30524EE4,470.376,3
918,2014-07-15,Furniture,Furnishings,"Deflect-o RollaMat Studded, Beveled Mat for Medium Pile Carpeting",276.69,3
919,2014-07-15,Technology,Accessories,Sony Micro Vault Click 8 GB USB 2.0 Flash Drive,140.97,3
920,2014-07-15,Office Supplies,Art,"BOSTON Model 1800 Electric Pencil Sharpeners, Putty/Woodgrain",71.92,4
921,2014-07-15,Furniture,Furnishings,"Eldon 200 Class Desk Accessories, Burgundy",18.84,3
922,2014-07-15,Office Supplies,Fasteners,"OIC Binder Clips, Mini, 1/4"" Capacity, Black",4.96,4
923,2014-07-15,Office Supplies,Binders,Acco Suede Grain Vinyl Round Ring Binder,4.448,2
924,2011-08-15,Office Supplies,Appliances,Tripp Lite TLP810NET Broadband Surge for Modem/Fax,152.91,3
925,2011-08-15,Furniture,Chairs,Novimex Fabric Task Chair,195.136,4
926,2011-08-15,Office Supplies,Paper,Xerox 1925,92.94,3
927,2011-08-15,Office Supplies,Binders,GBC Durable Plastic Covers,46.44,3
928,2011-08-15,Office Supplies,Binders,Avery Heavy-Duty EZD  Binder With Locking Rings,17.856,4
929,2012-08-15,Office Supplies,Storage,Fellowes Super Stor/Drawer Files,323.1,2
930,2012-08-15,Furniture,Furnishings,Tensor Computer Mounted Lamp,104.23,7
931,2012-08-15,Office Supplies,Storage,Mobile Personal File Cube,70.26,3
932,2013-08-15,Technology,Machines,Texas Instruments TI-34 Scientific Calculator,105.552,6
933,2013-08-15,Office Supplies,Paper,Array Memo Cubes,15.54,3
934,2014-08-15,Furniture,Tables,Chromcraft Round Conference Tables,418.296,3
935,2014-08-15,Office Supplies,Art,Newell 318,16.68,6
936,2014-08-15,Office Supplies,Labels,Avery File Folder Labels,5.76,2
937,2014-09-15,Office Supplies,Labels,Avery 48,56.7,9
938,2014-10-15,Furniture,Furnishings,C-Line Cubicle Keepers Polyproplyene Holder With Velcro Backings,9.46,2
939,2014-10-15,Technology,Accessories,"Verbatim 25 GB 6x Blu-ray Single Layer Recordable Disc, 10/Pack",46.36,4
940,2011-11-15,Technology,Accessories,Logitech P710e Mobile Speakerphone,772.47,3
941,2011-11-15,Office Supplies,Supplies,Acme Box Cutter Scissors,20.46,2
942,2011-11-15,Office Supplies,Supplies,Acme Value Line Scissors,10.95,3
943,2011-11-15,Furniture,Furnishings,Eldon 100 Class Desk Accessories,10.11,3
944,2013-11-15,Office Supplies,Art,Newell 35,9.84,3
945,2013-11-15,Office Supplies,Labels,Avery 52,7.38,2
946,2014-11-15,Furniture,Chairs,"Global Leather Highback Executive Chair with Pneumatic Height Adjustment, Black",321.568,2
947,2014-11-15,Office Supplies,Art,Newell 347,34.24,8
948,2011-12-15,Furniture,Furnishings,Stackable Trays,6.16,2
949,2013-12-15,Furniture,Chairs,"Global Task Chair, Black",81.424,2
950,2013-12-15,Office Supplies,Storage,"Tenex Personal Project File with Scoop Front Design, Black",134.8,10
951,2014-12-15,Office Supplies,Envelopes,"#10- 4 1/8"" x 9 1/2"" Recycled Envelopes",43.7,5
952,2014-12-15,Office Supplies,Binders,"Wilson Jones Clip & Carry Folder Binder Tool for Ring Binders, Clear",64.96,14
953,2014-12-15,Furniture,Furnishings,"Eldon 400 Class Desk Accessories, Black Carbon",26.25,3
954,2013-01-16,Technology,Accessories,Imation 8GB Mini TravelDrive USB 2.0 Flash Drive,90.57,3
955,2013-01-16,Office Supplies,Binders,Wilson Jones Active Use Binders,11.648,2
956,2014-01-16,Office Supplies,Art,Newell 347,21.4,5
957,2012-02-16,Office Supplies,Labels,Avery 485,87.71,7
958,2012-02-16,Office Supplies,Paper,Xerox 1881,36.84,3
959,2012-03-16,Furniture,Furnishings,"Howard Miller 11-1/2"" Diameter Brentwood Wall Clock",43.13,1
960,2013-03-16,Furniture,Chairs,Global Comet Stacking Arm Chair,1352.032,4
961,2013-03-16,Office Supplies,Binders,Avery Round Ring Poly Binders,4.544,2
962,2013-04-16,Furniture,Chairs,HON 5400 Series Task Chairs for Big and Tall,1121.568,2
963,2013-04-16,Office Supplies,Paper,Xerox 1911,143.7,3
964,2014-04-16,Office Supplies,Paper,Xerox 1883,79.14,3
965,2011-05-16,Furniture,Chairs,"Iceberg Nesting Folding Chair, 19w x 6d x 43h",232.88,5
966,2011-05-16,Technology,Accessories,Imation Clip USB flash drive - 8 GB,56.4,3
967,2014-06-16,Technology,Phones,Anker 36W 4-Port USB Wall Charger Travel Power Adapter for iPhone 5s 5c 5,47.976,3
968,2014-06-16,Technology,Phones,Panasonic KX T7736-B Digital phone,119.96,1
969,2014-06-16,Office Supplies,Art,"Dixon Prang Watercolor Pencils, 10-Color Set with Brush",4.26,1
970,2012-07-16,Furniture,Chairs,Hon 2090 “Pillow Soft” Series Mid Back Swivel/Tilt Chairs,1348.704,6
971,2012-07-16,Furniture,Chairs,Hon 4070 Series Pagoda Armless Upholstered Stacking Chairs,700.152,3
972,2013-08-16,Furniture,Furnishings,Luxo Professional Magnifying Clamp-On Fluorescent Lamps,312.03,3
973,2013-08-16,Technology,Phones,AT&T 841000 Phone,165.6,3
974,2013-08-16,Office Supplies,Paper,"Rediform S.O.S. 1-Up Phone Message Bk, 4-1/4x3-1/16 Bk, 1 Form/Pg, 40 Messages/Bk, 3/Pk",37.52,4
975,2013-08-16,Office Supplies,Storage,"Perma STOR-ALL Hanging File Box, 13 1/8""W x 12 1/4""D x 10 1/2""H",17.94,3
976,2013-08-16,Technology,Phones,Nokia Lumia 521 (T-Mobile),71.976,3
977,2013-08-16,Office Supplies,Labels,Avery 488,3.15,1
978,2014-09-16,Office Supplies,Binders,GBC DocuBind 200 Manual Binding Machine,2357.488,7
979,2014-09-16,Furniture,Furnishings,"Tenex 46"" x 60"" Computer Anti-Static Chairmat, Rectangular Shaped",529.9,5
980,2014-09-16,Furniture,Chairs,"Leather Task Chair, Black",218.352,3
981,2014-09-16,Technology,Phones,Panasonic KX-TG6844B Expandable Digital Cordless Telephone,369.544,7
982,2014-09-16,Office Supplies,Art,Peel-Off China Markers,99.3,10
983,2014-09-16,Office Supplies,Appliances,Belkin 5 Outlet SurgeMaster Power Centers,108.96,2
984,2014-09-16,Furniture,Tables,Bretford Rectangular Conference Table Tops,300.904,1
985,2014-09-16,Furniture,Chairs,Global Deluxe Steno Chair,184.752,3
986,2014-09-16,Office Supplies,Binders,Cardinal Poly Pocket Divider Pockets for Ring Binders,2.688,1
987,2011-10-16,Technology,Accessories,Logitech Illuminated - Keyboard,179.97,3
988,2011-10-16,Office Supplies,Binders,Avery Non-Stick Heavy Duty View Round Locking Ring Binders,14.352,3
989,2014-10-16,Furniture,Tables,Bush Advantage Collection Round Conference Table,510.24,3
990,2014-10-16,Office Supplies,Paper,Xerox 1919,204.95,5
991,2014-10-16,Office Supplies,Labels,"Avery 4027 File Folder Labels for Dot Matrix Printers, 5000 Labels per Box, White",152.65,5
992,2014-10-16,Office Supplies,Art,Panasonic KP-310 Heavy-Duty Electric Pencil Sharpener,87.92,4
993,2014-10-16,Furniture,Furnishings,"Executive Impressions 14"" Two-Color Numerals Wall Clock",22.72,1
994,2014-10-16,Office Supplies,Labels,Avery 478,14.73,3
995,2011-11-16,Furniture,Bookcases,"Bush Andora Bookcase, Maple/Graphite Gray Finish",305.9745,3
996,2011-11-16,Office Supplies,Storage,Space Solutions HD Industrial Steel Shelving.,344.91,3
997,2011-11-16,Technology,Phones,OtterBox Commuter Series Case - Samsung Galaxy S4,79.968,4
998,2011-11-16,Office Supplies,Labels,Permanent Self-Adhesive File Folder Labels for Typewriters by Universal,5.22,2
999,2012-11-16,Office Supplies,Labels,Avery 51,18.9,3
1000,2013-11-16,Office Supplies,Binders,Fellowes PB500 Electric Punch Plastic Comb Binding Machine with Manual Bind,1016.792,1
1001,2013-11-16,Technology,Phones,Polycom SoundPoint IP 450 VoIP phone,361.376,2
1002,2013-11-16,Technology,Accessories,Imation 16GB Mini TravelDrive USB 2.0 Flash Drive,99.39,3
1003,2013-11-16,Office Supplies,Binders,Avery Self-Adhesive Photo Pockets for Polaroid Photos,38.136,7
1004,2011-12-16,Technology,Phones,GE 30524EE4,627.168,4
1005,2011-12-16,Furniture,Chairs,Office Star - Professional Matrix Back Chair with 2-to-1 Synchro Tilt and Mesh Fabric Seat,1403.92,5
1006,2011-12-16,Furniture,Chairs,DMI Arturo Collection Mission-style Design Wood Chair,241.568,2
1007,2011-12-16,Technology,Accessories,First Data FD10 PIN Pad,395.0,5
1008,2011-12-16,Furniture,Furnishings,"Executive Impressions 14"" Contract Wall Clock",44.46,2
1009,2013-12-16,Furniture,Furnishings,"Eldon Expressions Wood Desk Accessories, Oak",14.76,2
1010,2014-12-16,Technology,Phones,Panasonic KX TS3282B Corded phone,196.776,3
1011,2014-12-16,Office Supplies,Appliances,Hoover Commercial SteamVac,54.32,4
1012,2014-12-16,Office Supplies,Paper,"Wirebound Message Books, Two 4 1/4"" x 5"" Forms per Page",22.83,3
1013,2014-01-17,Furniture,Tables,"Lesro Sheffield Collection Coffee Table, End Table, Center Table, Corner Table",399.672,7
1014,2014-01-17,Furniture,Furnishings,"Eldon Expressions Wood and Plastic Desk Accessories, Cherry Wood",27.92,4
1015,2014-03-17,Office Supplies,Storage,"Dual Level, Single-Width Filing Carts",310.12,2
1016,2014-03-17,Office Supplies,Appliances,Bionaire Personal Warm Mist Humidifier/Vaporizer,140.67,3
1017,2014-03-17,Office Supplies,Binders,"XtraLife ClearVue Slant-D Ring Binder, White, 3""",70.464,6
1018,2014-03-17,Office Supplies,Binders,Pressboard Hanging Data Binders for Unburst Sheets,19.68,5
1019,2012-04-17,Office Supplies,Appliances,Hoover Upright Vacuum With Dirt Cup,1447.65,5
1020,2012-04-17,Technology,Phones,Plantronics Calisto P620-M USB Wireless Speakerphone System,783.96,5
1021,2012-04-17,Technology,Accessories,Plantronics S12 Corded Telephone Headset System,323.37,3
1022,2012-04-17,Office Supplies,Paper,Xerox 1903,11.96,2
1023,2012-04-17,Office Supplies,Art,Prang Drawing Pencil Set,5.56,2
1024,2014-04-17,Office Supplies,Storage,"Belkin 19"" Vented Equipment Shelf, Black",205.92,4
1025,2014-04-17,Furniture,Bookcases,O'Sullivan Living Dimensions 2-Shelf Bookcases,102.833,1
1026,2014-04-17,Office Supplies,Appliances,Hoover Commercial SteamVac,40.74,3
1027,2013-05-17,Furniture,Furnishings,"Tenex Carpeted, Granite-Look or Clear Contemporary Contour Shape Chair Mats",282.84,4
1028,2013-05-17,Office Supplies,Labels,Avery 481,27.72,9
1029,2013-05-17,Office Supplies,Paper,Xerox 196,17.34,3
1030,2013-06-17,Office Supplies,Paper,"Wirebound Message Books, Four 2 3/4"" x 5"" Forms per Page, 600 Sets per Book",46.35,5
1031,2014-06-17,Furniture,Chairs,Hon Multipurpose Stacking Arm Chairs,1212.96,7
1032,2014-06-17,Office Supplies,Paper,"Wirebound Message Books, Four 2 3/4"" x 5"" Forms per Page, 600 Sets per Book",18.54,2
1033,2012-07-17,Furniture,Bookcases,"Sauder Camden County Collection Libraries, Planked Cherry Finish",195.466,2
1034,2013-08-17,Furniture,Tables,"Barricks 18"" x 48"" Non-Folding Utility Table with Bottom Storage Shelf",161.28,2
1035,2013-08-17,Office Supplies,Paper,Xerox 1931,32.4,5
1036,2013-08-17,Office Supplies,Envelopes,Convenience Packs of Business Envelopes,10.86,3
1037,2011-09-17,Office Supplies,Envelopes,"Tyvek Interoffice Envelopes, 9 1/2"" x 12 1/2"", 100/Box",182.94,3
1038,2012-09-17,Office Supplies,Paper,Xerox 216,32.4,5
1039,2013-09-17,Furniture,Bookcases,"Sauder Forest Hills Library with Doors, Woodland Oak Finish",273.666,2
1040,2013-09-17,Office Supplies,Paper,Xerox 1966,12.96,2
1041,2013-09-17,Office Supplies,Appliances,"Eureka Sanitaire  Multi-Pro Heavy-Duty Upright, Disposable Bags",17.48,4
1042,2014-09-17,Office Supplies,Fasteners,"OIC Colored Binder Clips, Assorted Sizes",17.9,5
1043,2014-09-17,Office Supplies,Art,Newell 330,5.98,1
1044,2014-09-17,Office Supplies,Paper,"Ampad Gold Fibre Wirebound Steno Books, 6"" x 9"", Gregg Ruled",8.82,2
1045,2012-10-17,Office Supplies,Storage,"Eldon Base for stackable storage shelf, platinum",77.88,2
1046,2011-11-17,Office Supplies,Paper,Xerox 1941,733.95,7
1047,2011-11-17,Office Supplies,Appliances,APC 7 Outlet Network SurgeArrest Surge Protector,241.44,3
1048,2011-11-17,Technology,Accessories,Case Logic 2.4GHz Wireless Keyboard,99.98,2
1049,2012-11-17,Technology,Phones,RCA ViSYS 25825 Wireless digital phone,415.968,4
1050,2012-11-17,Furniture,Chairs,Office Star - Contemporary Swivel Chair with Padded Adjustable Arms and Flex Back,225.568,2
1051,2012-11-17,Office Supplies,Storage,Fellowes Recycled Storage Drawers,777.21,7
1052,2012-11-17,Office Supplies,Storage,Carina Media Storage Towers in Natural & Black,304.9,5
1053,2012-11-17,Furniture,Furnishings,"DAX Contemporary Wood Frame with Silver Metal Mat, Desktop, 11 x 14 Size",80.96,4
1054,2012-11-17,Furniture,Furnishings,Advantus Panel Wall Certificate Holder - 8.5x11,36.6,3
1055,2012-11-17,Office Supplies,Paper,Xerox 203,32.4,5
1056,2013-11-17,Office Supplies,Binders,Round Ring Binders,8.32,5
1057,2014-11-17,Technology,Machines,Bady BDG101FRU Card Printer,1919.976,3
1058,2014-11-17,Office Supplies,Storage,Tennsco Regal Shelving Units,811.28,8
1059,2014-11-17,Furniture,Furnishings,Eldon Radial Chair Mat for Low to Medium Pile Carpets,119.94,3
1060,2014-11-17,Office Supplies,Storage,Eldon Shelf Savers Cubes and Bins,48.86,7
1061,2014-11-17,Furniture,Furnishings,DAX Cubicle Frames - 8x10,17.31,3
1062,2014-11-17,Furniture,Furnishings,Eldon Image Series Black Desk Accessories,12.42,3
1063,2014-11-17,Office Supplies,Art,Newell 328,23.36,4
1064,2012-12-17,Office Supplies,Art,Sanford 52201 APSCO Electric Pencil Sharpener,204.85,5
1065,2012-12-17,Technology,Phones,Panasonic KX TS3282W Corded phone,135.984,2
1066,2012-12-17,Office Supplies,Binders,Avery Arch Ring Binders,92.96,2
1067,2012-12-17,Office Supplies,Art,"Sanford Colorific Eraseable Coloring Pencils, 12 Count",16.4,5
1068,2013-12-17,Furniture,Chairs,Office Star - Contemporary Swivel Chair with Padded Adjustable Arms and Flex Back,563.92,5
1069,2013-12-17,Technology,Accessories,Imation USB 2.0 Swivel Flash Drive USB flash drive - 4 GB - Pink,21.21,7
1070,2014-12-17,Technology,Accessories,Imation Secure Drive + Hardware Encrypted USB flash drive - 16 GB,189.95,5
1071,2014-12-17,Office Supplies,Storage,"Safco Wire Cube Shelving System, For Use as 4 or 5 14"" Cubes, Black",158.9,5
1072,2014-12-17,Furniture,Chairs,"Global Value Steno Chair, Gray",97.184,2
1073,2014-12-17,Technology,Accessories,Microsoft Natural Ergonomic Keyboard 4000,149.95,5
1074,2014-12-17,Office Supplies,Labels,Avery 475,44.4,3
1075,2014-12-17,Furniture,Furnishings,"DAX Two-Tone Rosewood/Black Document Frame, Desktop, 5 x 7",18.96,2
1076,2014-12-17,Office Supplies,Art,Bulldog Table or Wall-Mount Pencil Sharpener,29.95,5
1077,2014-12-17,Furniture,Chairs,"Global Deluxe Stacking Chair, Gray",81.568,2
1078,2014-12-17,Office Supplies,Binders,Prestige Round Ring Binders,24.32,5
1079,2014-12-17,Office Supplies,Paper,Xerox 1898,13.36,2
1080,2014-12-17,Office Supplies,Binders,Accohide Poly Flexible Ring Binders,5.984,2
1081,2012-02-18,Office Supplies,Labels,"Avery 4027 File Folder Labels for Dot Matrix Printers, 5000 Labels per Box, White",61.06,2
1082,2012-02-18,Furniture,Tables,Hon 61000 Series Interactive Training Tables,35.544,1
1083,2012-02-18,Office Supplies,Labels,Smead Alpha-Z Color-Coded Second Alphabetical Labels and Starter Set,9.24,3
1084,2011-03-18,Furniture,Bookcases,"Bush Heritage Pine Collection 5-Shelf Bookcase, Albany Pine Finish, *Special Order",1198.33,10
1085,2011-03-18,Office Supplies,Storage,Tennsco 6- and 18-Compartment Lockers,1856.19,7
1086,2011-03-18,Technology,Machines,Swingline SM12-08 MicroCut Jam Free Shredder,1279.968,4
1087,2011-03-18,Furniture,Furnishings,Eldon Cleatmat Chair Mats for Medium Pile Carpets,111.0,2
1088,2013-03-18,Technology,Phones,i.Sound Portable Power - 8000 mAh,84.784,2
1089,2014-03-18,Office Supplies,Binders,Heavy-Duty E-Z-D Binders,17.456,2
1090,2011-04-18,Technology,Machines,Ativa MDM8000 8-Sheet Micro-Cut Shredder,287.968,4
1091,2011-04-18,Office Supplies,Art,"Binney & Smith inkTank Desk Highlighter, Chisel Tip, Yellow, 12/Box",10.75,5
1092,2011-04-18,Office Supplies,Fasteners,"Advantus Push Pins, Aluminum Head",11.62,2
1093,2011-04-18,Office Supplies,Art,Newell 351,13.12,4
1094,2012-04-18,Office Supplies,Storage,Advantus Rolling Drawer Organizers,115.44,3
1095,2012-04-18,Office Supplies,Storage,"Tennsco Stur-D-Stor Boltless Shelving, 5 Shelves, 24"" Deep, Sand",947.17,7
1096,2012-04-18,Office Supplies,Paper,Xerox 19,61.96,2
1097,2013-04-18,Furniture,Bookcases,"Bush Westfield Collection Bookcases, Fully Assembled",257.499,3
1098,2014-04-18,Furniture,Chairs,"Global Wood Trimmed Manager's Task Chair, Khaki",218.352,3
1099,2014-04-18,Technology,Accessories,Logitech Wireless Touch Keyboard K400,274.89,11
1100,2014-04-18,Office Supplies,Paper,"Rediform S.O.S. 1-Up Phone Message Bk, 4-1/4x3-1/16 Bk, 1 Form/Pg, 40 Messages/Bk, 3/Pk",28.14,3
1101,2014-04-18,Office Supplies,Labels,Avery 474,23.04,8
1102,2014-04-18,Office Supplies,Fasteners,Stockwell Push Pins,10.9,5
1103,2014-04-18,Office Supplies,Labels,Avery 517,7.38,2
1104,2012-05-18,Office Supplies,Paper,"Wirebound Message Book, 4 per Page",10.86,2
1105,2011-06-18,Technology,Phones,Plantronics Cordless Phone Headset with In-line Volume - M214C,139.8,5
1106,2012-06-18,Office Supplies,Art,"BOSTON Ranger #55 Pencil Sharpener, Black",51.98,2
1107,2013-06-18,Office Supplies,Paper,Xerox 1914,219.84,4
1108,2013-06-18,Furniture,Bookcases,"Bush Heritage Pine Collection 5-Shelf Bookcase, Albany Pine Finish, *Special Order",239.666,2
1109,2013-06-18,Office Supplies,Paper,Xerox 1934,111.96,2
1110,2013-06-18,Office Supplies,Labels,Avery 496,22.5,6
1111,2014-06-18,Office Supplies,Binders,Trimflex Flexible Post Binders,51.312,3
1112,2012-07-18,Technology,Accessories,Logitech G35 7.1-Channel Surround Sound Headset,519.96,4
1113,2013-07-18,Office Supplies,Storage,"Eldon Base for stackable storage shelf, platinum",77.88,2
1114,2014-07-18,Furniture,Bookcases,"Atlantic Metals Mobile 4-Shelf Bookcases, Custom Colors",1194.165,5
1115,2014-07-18,Technology,Copiers,Brother DCP1000 Digital 3 in 1 Multifunction Machine,479.984,2
1116,2014-07-18,Office Supplies,Paper,Xerox 221,32.4,5
1117,2014-07-18,Office Supplies,Envelopes,"Peel & Seel Recycled Catalog Envelopes, Brown",57.9,5
1118,2014-07-18,Office Supplies,Storage,Sterilite Show Offs Storage Containers,10.56,2
1119,2014-08-18,Office Supplies,Appliances,Sanyo 2.5 Cubic Foot Mid-Size Office Refrigerators,2518.29,9
1120,2014-08-18,Office Supplies,Storage,Standard Rollaway File with Lock,540.57,3
1121,2014-08-18,Office Supplies,Binders,GBC Recycled Grain Textured Covers,221.056,8
1122,2014-08-18,Technology,Phones,OtterBox Defender Series Case - Samsung Galaxy S4,71.976,3
1123,2014-08-18,Office Supplies,Envelopes,Staples,23.36,2
1124,2014-08-18,Office Supplies,Paper,Xerox 1962,8.56,2
1125,2014-08-18,Office Supplies,Binders,"Wilson Jones Clip & Carry Folder Binder Tool for Ring Binders, Clear",13.92,3
1126,2012-09-18,Office Supplies,Storage,"Stur-D-Stor Shelving, Vertical 5-Shelf: 72""H x 36""W x 18 1/2""D",443.92,4
1127,2012-09-18,Office Supplies,Paper,Personal Creations Ink Jet Cards and Labels,160.72,14
1128,2012-09-18,Office Supplies,Paper,Rediform S.O.S. Phone Message Books,19.92,4
1129,2012-09-18,Furniture,Furnishings,Advantus Panel Wall Certificate Holder - 8.5x11,24.4,2
1130,2012-09-18,Office Supplies,Art,"Quartet Omega Colored Chalk, 12/Pack",11.68,2
1131,2012-09-18,Office Supplies,Supplies,"Elite 5"" Scissors",16.9,2
1132,2012-09-18,Office Supplies,Supplies,Acme Value Line Scissors,7.3,2
1133,2013-09-18,Technology,Phones,Panasonic Kx-TS550,73.584,2
1134,2013-09-18,Office Supplies,Art,Turquoise Lead Holder with Pocket Clip,20.1,3
1135,2013-09-18,Office Supplies,Paper,Xerox 1995,6.48,1
1136,2013-10-18,Furniture,Bookcases,"Safco Value Mate Steel Bookcase, Baked Enamel Finish on Steel, Black",120.666,2
1137,2013-10-18,Office Supplies,Binders,"Avery Durable Plastic 1"" Binders",18.16,5
1138,2014-10-18,Technology,Phones,Panasonic KX-TG6844B Expandable Digital Cordless Telephone,52.792,1
1139,2014-10-18,Office Supplies,Art,Economy #2 Pencils,10.64,4
1140,2013-11-18,Office Supplies,Supplies,Acme Tagit Stainless Steel Antibacterial Scissors,49.5,5
1141,2013-12-18,Furniture,Tables,Bretford “Just In Time” Height-Adjustable Multi-Task Work Tables,2003.52,6
1142,2014-12-18,Office Supplies,Storage,Iceberg Mobile Mega Data/Printer Cart ,481.32,4
1143,2014-12-18,Office Supplies,Supplies,Fiskars Spring-Action Scissors,13.98,1
1144,2014-12-18,Office Supplies,Paper,"Ampad Gold Fibre Wirebound Steno Books, 6"" x 9"", Gregg Ruled",13.23,3
1145,2014-12-18,Office Supplies,Binders,"Acco Pressboard Covers with Storage Hooks, 9 1/2"" x 11"", Executive Red",15.24,5
1146,2014-12-18,Office Supplies,Binders,GBC Plastic Binding Combs,11.808,2
1147,2013-02-19,Office Supplies,Paper,Xerox 1880,70.88,2
1148,2014-02-19,Technology,Phones,iHome FM Clock Radio with Lightning Dock,167.976,3
1149,2014-02-19,Technology,Accessories,Memorex Micro Travel Drive 32 GB,109.53,3
1150,2014-02-19,Office Supplies,Labels,Avery 493,9.82,2
1151,2012-03-19,Office Supplies,Paper,"Wirebound Message Books, 5-1/2 x 4 Forms, 2 or 4 Forms per Page",40.14,6
1152,2012-03-19,Office Supplies,Supplies,Acme Elite Stainless Steel Scissors,33.36,4
1153,2012-03-19,Office Supplies,Fasteners,Stockwell Push Pins,10.9,5
1154,2012-03-19,Office Supplies,Labels,Self-Adhesive Address Labels for Typewriters by Universal,14.62,2
1155,2012-03-19,Office Supplies,Binders,GBC Imprintable Covers,17.568,2
1156,2012-03-19,Office Supplies,Paper,Xerox 1974,11.96,2
1157,2014-03-19,Office Supplies,Appliances,Fellowes Basic Home/Office Series Surge Protectors,90.86,7
1158,2014-03-19,Office Supplies,Envelopes,Peel & Seel Envelopes,19.4,5
1159,2014-03-19,Office Supplies,Art,Prang Drawing Pencil Set,13.9,5
1160,2011-04-19,Furniture,Furnishings,"Executive Impressions 13"" Chairman Wall Clock",76.14,3
1161,2013-05-19,Office Supplies,Storage,Home/Office Personal File Carts,104.28,3
1162,2013-05-19,Office Supplies,Paper,Universal Premium White Copier/Laser Paper (20Lb. and 87 Bright),17.94,3
1163,2012-06-19,Office Supplies,Envelopes,Cameo Buff Policy Envelopes,186.69,3
1164,2012-06-19,Office Supplies,Paper,Xerox 231,6.48,1
1165,2012-06-19,Furniture,Furnishings,Eldon 200 Class Desk Accessories,12.56,2
1166,2014-06-19,Furniture,Bookcases,"Bush Andora Bookcase, Maple/Graphite Gray Finish",917.9235,9
1167,2014-06-19,Office Supplies,Paper,Xerox 1930,38.88,6
1168,2011-08-19,Furniture,Furnishings,"Deflect-o EconoMat Studded, No Bevel Mat for Low Pile Carpeting",289.24,7
1169,2011-08-19,Office Supplies,Binders,Satellite Sectional Post Binders,69.456,2
1170,2011-09-19,Office Supplies,Fasteners,Revere Boxed Rubber Bands by Revere,5.67,3
1171,2011-09-19,Office Supplies,Fasteners,OIC Binder Clips,7.16,2
1172,2012-09-19,Office Supplies,Paper,Personal Creations Ink Jet Cards and Labels,22.96,2
1173,2012-09-19,Furniture,Furnishings,"Seth Thomas 8 1/2"" Cubicle Clock",60.84,3
1174,2013-09-19,Furniture,Chairs,"Global High-Back Leather Tilter, Burgundy",885.528,9
1175,2013-09-19,Furniture,Chairs,Global Troy Executive Leather Low-Back Tilter,801.568,2
1176,2013-09-19,Technology,Phones,Polycom CX300 Desktop Phone USB VoIP phone,239.984,2
1177,2013-09-19,Office Supplies,Paper,Xerox 1945,368.91,9
1178,2014-09-19,Office Supplies,Paper,Xerox 1911,143.7,3
1179,2014-09-19,Office Supplies,Envelopes,Convenience Packs of Business Envelopes,10.86,3
1180,2014-09-19,Office Supplies,Art,Newell 343,8.82,3
1181,2011-10-19,Technology,Phones,RCA Visys Integrated PBX 8-Line Router,321.552,6
1182,2011-10-19,Technology,Phones,Panasonic KX TS208W Corded phone,117.576,3
1183,2011-10-19,Office Supplies,Paper,Xerox 1917,146.73,3
1184,2011-10-19,Office Supplies,Binders,Avery Durable Slant Ring Binders With Label Holder,20.064,6
1185,2011-10-19,Office Supplies,Paper,Spiral Phone Message Books with Labels by Adams,13.44,3
1186,2011-10-19,Office Supplies,Labels,Avery 480,18.75,5
1187,2011-10-19,Office Supplies,Binders,Accohide Poly Flexible Ring Binders,2.992,1
1188,2012-10-19,Office Supplies,Appliances,"Sanyo Counter Height Refrigerator with Crisper, 3.6 Cubic Foot, Stainless Steel/Black",1640.7,5
1189,2012-10-19,Technology,Accessories,NETGEAR N750 Dual Band Wi-Fi Gigabit Router,270.0,3
1190,2013-11-19,Technology,Accessories,WD My Passport Ultra 2TB Portable External Hard Drive,595.0,5
1191,2013-11-19,Technology,Phones,Grandstream GXP2100 Mainstream Business Phone,61.192,1
1192,2013-11-19,Office Supplies,Appliances,Fellowes Command Center 5-outlet power strip,67.84,1
1193,2013-11-19,Office Supplies,Binders,Recycled Premium Regency Composition Covers,61.12,5
1194,2011-12-19,Technology,Phones,Wi-Ex zBoost YX540 Cellular Phone Signal Booster,583.8,5
1195,2011-12-19,Technology,Phones,Clarity 53712,211.168,4
1196,2011-12-19,Office Supplies,Fasteners,Advantus T-Pin Paper Clips,22.55,5
1197,2011-12-19,Office Supplies,Labels,Avery 516,14.62,2
1198,2012-12-19,Technology,Accessories,Plantronics Savi W720 Multi-Device Wireless Headset System,1265.85,3
1199,2012-12-19,Technology,Phones,ShoreTel ShorePhone IP 230 VoIP phone,675.96,5
1200,2013-12-19,Office Supplies,Supplies,Premier Electric Letter Opener,579.3,5
1201,2013-12-19,Technology,Phones,I Need's 3d Hello Kitty Hybrid Silicone Case Cover for HTC One X 4g with 3d Hello Kitty Stylus Pen Green/pink,66.976,7
1202,2013-12-19,Furniture,Furnishings,"Seth Thomas 12"" Clock w/ Goldtone Case",183.84,8
